Date,Open time,Open,High,Low,Close,Volume,adjust_close,close_return,normalized_close,log_return,momentum_10,roc_10,daily_range,volatility_20,cumulative_return,tr,atr_14,price_change_pct,price_change_category
2023-01-01 03:30:00,1672531200000,16524.41,16628.2,16497.67,16617.57,309.056051,0.984912554796398,,0.0,,,,130.53000000000247,,,,,0.7912026364935321,0-2.5%
2023-01-02 03:30:00,1672617600000,16619.93,16785.92,16549.68,16677.87,713.131373,0.9884864965372315,0.0036286893932144793,0.001069102305112211,0.0036221215834241964,,,236.23999999999796,,0.0036286893932144793,236.23999999999796,,1.4274596245969586,0-2.5%
2023-01-03 03:30:00,1672704000000,16674.84,16774.53,16604.95,16674.12,743.945758,0.988264236478722,-0.00022484885659856957,0.0010026158433515005,-0.00022487413889259403,,,169.5799999999981,,0.0034030246299547873,169.5799999999981,,1.0212617321943043,0-2.5%
2023-01-04 03:30:00,1672790400000,16676.49,16984.83,16653.41,16849.97,1511.331821,0.9986867514890965,0.01054628370192856,0.004120387656850454,0.010491059585437692,,,331.4200000000019,,0.01398519759507555,331.4200000000019,,1.9901029278688382,0-2.5%
2023-01-05 03:30:00,1672876800000,16852.47,16878.61,16756.91,16832.48,722.090851,0.9976501305762078,-0.0010379840438885513,0.0038102947991984723,-0.001038523122395112,,,121.70000000000073,,0.01293269713923273,121.70000000000073,,0.7262675517144911,0-2.5%
2023-01-06 03:30:00,1672963200000,16829.96,17030.14,16683.74,16952.15,1227.368213,1.0047428935633647,0.007109469311711747,0.005932010766906297,0.007084316181339469,,,346.3999999999978,,0.020134111064373572,346.3999999999978,,2.076273065871308,0-2.5%
2023-01-07 03:30:00,1673049600000,16952.1,16982.15,16908.62,16945.2,268.373706,1.0043309715882602,-0.0004099774954799962,0.005808789191109768,-0.0004100615592303452,,,73.53000000000247,,0.019715879036465767,73.53000000000247,,0.43486694952043675,0-2.5%
2023-01-08 03:30:00,1673136000000,16944.93,17157.28,16913.17,17128.62,587.515062,1.015202155570079,0.010824304227745829,0.009060775008749605,0.010766140789478724,,,244.11000000000058,,0.03075359393701982,244.11000000000058,,1.4433131104340617,0-2.5%
2023-01-09 03:30:00,1673222400000,17131.78,17395.51,17105.39,17181.92,1721.318758,1.0183612118683614,0.0031117509758520345,0.01000576925190849,0.0031069194990911006,,,290.119999999999,,0.03396104243881637,290.119999999999,,1.69607357680824,0-2.5%
2023-01-10 03:30:00,1673308800000,17180.8,17488.38,17146.6,17441.76,1213.47196,1.0337617594958601,0.01512287334593565,0.01461266051161596,0.01500966265056523,,,341.7800000000025,,0.049597504328250164,341.7800000000025,,1.9932814668797458,0-2.5%
2023-01-11 03:30:00,1673395200000,17439.34,17996.94,17318.95,17944.83,1648.122479,1.0635783908650331,0.02884284613479382,0.023531952329738846,0.028434720343576293,1327.260000000002,0.07987088364905359,677.989999999998,,0.07987088364905337,677.989999999998,,3.9147292416687964,2.5-5%
2023-01-12 03:30:00,1673481600000,17948.13,19113.49,17908.33,18852.95,6914.652036,1.1174020720206836,0.050606219172876,0.03963266850417519,0.04936734915933885,2175.0800000000017,0.1304171336027924,1205.1599999999999,,0.13451906626540455,1205.1599999999999,,6.729605719796316,>5%
2023-01-13 03:30:00,1673568000000,18844.86,20003.26,18718.59,19930.08,5011.223577,1.1812428658399874,0.05713323379099822,0.05872988518585895,0.055560747942699294,3255.9600000000028,0.1952702751329607,1284.6699999999983,,0.19933780931869083,1284.6699999999983,,6.863070348781602,>5%
2023-01-14 03:30:00,1673654400000,19929.16,21250.17,19890.43,20953.76,8620.941878,1.241915712958668,0.05136356703033784,0.07687944816591331,0.050087956938961155,4103.789999999997,0.24354880157056646,1359.739999999998,,0.26094007727964996,1359.739999999998,,6.83615185795379,>5%
2023-01-15 03:30:00,1673740800000,20952.7,21044.33,20572.1,20869.54,2245.308389,1.2369240483912884,-0.004019326364337328,0.07538625088338348,-0.00402742556605684,4037.0600000000013,0.2398375046338983,472.2300000000032,,0.2558719475831903,472.2300000000032,511.047857142857,2.295487577836017,0-2.5%
2023-01-16 03:30:00,1673827200000,20879.04,21447.7,20629.46,21192.09,2900.430181,1.256041376890556,0.015455539508776761,0.08110497308096137,0.015337319207644105,4239.939999999999,0.2501122276525396,818.2400000000016,,0.2752821260870266,818.2400000000016,552.6192857142859,3.9663665457069723,2.5-5%
2023-01-17 03:30:00,1673913600000,21187.47,21581.9,20851.69,21136.37,2085.221161,1.2527388887678488,-0.0026292829069715085,0.08011707290781288,-0.002632745542103936,4191.169999999998,0.24733670892052007,730.2100000000028,,0.2719290485913397,730.2100000000028,592.6642857142862,3.501922386147131,2.5-5%
2023-01-18 03:30:00,1674000000000,21128.58,21646.08,20412.41,20677.13,1745.364229,1.2255200329625358,-0.021727477329361533,0.07197487485474927,-0.021966994726403982,3548.510000000002,0.2071684700810692,1233.670000000002,,0.24429323902351507,1233.670000000002,657.1107142857147,6.043725361189599,>5%
2023-01-19 03:30:00,1674086400000,20677.13,21190.9,20660.38,21074.78,764.076433,1.2490884895668881,0.01923139236441407,0.07902509925985496,0.019048806346913843,3892.8600000000006,0.22656722880795632,530.5200000000004,,0.2682227305195639,530.5200000000004,686.3121428571433,2.567813370325233,2.5-5%
